id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
466,@fabioabimanyu9831,"Dear pak ap 
Penjualaan skylar dari ewc tapi ttp ae pemain pemain yg kurang jam terbang internasional gimana mau ngejar internasional kalo mental pemain kita kalo ketemu lawan kuat tuh sudah menyerah sblm bertarung minimal rrq buy out yg punya jam bermain di internasional satu atau 2 supaya sisa nya player lokal yg bisa ngimbangin jamin bukan cuma lokal next bakal ada piala Internasional rrq ini komunitas terbesar di indonesia dengan kingdom nya dana dari ewc dana dari penjualan pemain dan dana dari mpl harus nya bisa dong beli 1-2 bintang",dear pak ap penjualaan skylar dari ewc tapi ttp ae pemain pemain yg kurang jam terbang internasional gimana mau ngejar internasional kalo mental pemain kita kalo ketemu lawan kuat tuh sudah menyerah sblm bertarung minimal rrq buy out yg punya jam bermain di internasional satu atau supaya sisa nya player lokal yg bisa ngimbangin jamin bukan cuma lokal next bakal ada piala internasional rrq ini komunitas terbesar di indonesia dengan kingdom nya dana dari ewc dana dari penjualan pemain dan dana dari mpl harus nya bisa dong beli bintang,dear pak ap penjualaan skylar dari ewc tapi ttp saja pemain pemain yang kurang jam terbang internasional bagaimana mau ngejar internasional kalau mental pemain kita kalau ketemu lawan kuat tuh sudah menyerah sblm bertarung minimal rrq buy out yang punya jam bermain di internasional satu atau saya sisa ya player lokal yang bisa ngimbangin jamin bukan cuma lokal next bakal ada piala internasional rrq ini komunitas terbesar di indonesia dengan kingdom ya dana dari ewc dana dari penjualan pemain dan dana dari mpl harus ya bisa dong beli bintang,dear pak ap penjualaan skylar ewc ttp pemain pemain kurang jam terbang internasional bagaimana mau ngejar internasional kalau mental pemain kalau ketemu lawan kuat tuh menyerah sblm bertarung minimal rrq buy out punya jam bermain internasional satu saya sisa player lokal ngimbangin jamin bukan cuma lokal next bakal piala internasional rrq komunitas terbesar indonesia kingdom dana ewc dana penjualan pemain dana mpl ya bisa dong beli bintang,dear pak ap penjualaan skylar ewc ttp main main kurang jam terbang internasional bagaimana mau ngejar internasional kalau mental main kalau ketemu lawan kuat tuh serah sblm tarung minimal rrq buy out punya jam main internasional satu saya sisa player lokal ngimbangin jamin bukan cuma lokal next bakal piala internasional rrq komunitas besar indonesia kingdom dana ewc dana jual main dana mpl ya bisa dong beli bintang,0,safe,non-cyberbullying,,0,0.529178674351585
467,@Supperz,Jari L untuk apa?,jari l untuk apa,jari l untuk apa,jari l apa,jari l apa,0,safe,non-cyberbullying,,0,0.529178674351585
468,@hpredmi3266,😜👆 26:35,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
469,@zachyper027,ini rrq lagi eror kah?game 1 ngga dapat turtel ataupun lord🤣🤣😂😂,ini rrq lagi eror kahgame ngga dapat turtel ataupun lord,ini rrq lagi eror kahgame ngga dapat turtel ataupun lord,rrq eror kahgame ngga turtel ataupun lord,rrq eror kahgame ngga turtel atau lord,0,safe,non-cyberbullying,,0,0.529178674351585
470,@kaubabi-b5p,Rrq tidur aja udah wkwkw,rrq tidur aja udah wkwkw,rrq tidur saja sudah wkwkw,rrq tidur sudah wkwkw,rrq tidur sudah wkwkw,0,safe,non-cyberbullying,,0,0.529178674351585
471,@karasspendragon6436,"Dyren maju mulu bro, makanan onic hari², plis gw greget pas nonton udh berapa kali mati sendirian di depan😭",dyren maju mulu bro makanan onic hari plis gw greget pas nonton udh berapa kali mati sendirian di depan,dyren maju mulu bro makanan onic hari plis saya greget pas nonton sudah berapa kali mati sendirian di depan,dyren maju mulu bro makanan onic hari plis greget pas nonton berapa kali mati sendirian depan,dyren maju mulu bro makan onic hari plis greget pas nonton berapa kali mati sendiri depan,5,moderate_toxic,cyberbullying,mati(extreme:5),1,9.067901234567902
472,@NEMO-CRZ,"25:15 ngapain cobak ha? 🤣🤣🤣 Mid cacat bukan malah di benerin eeee malah ngotakatik exp & jungler nya 🤣🤣🤣🤣🤣  MAKIN TOLOL RRQ

RINZ OUT COK!!!",ngapain cobak ha mid cacat bukan malah di benerin eeee malah ngotakatik exp jungler nya makin tolol rrq rinz out cok,ngapain cobak ha mid cacat bukan malah di benerin eeee malah ngotakatik exp jungler ya makin tolol rrq rinz out cok,ngapain cobak ha mid cacat bukan malah benerin eeee malah ngotakatik exp jungler makin tolol rrq rinz out cok,ngapain cobak ha mid cacat bukan malah benerin eeee malah ngotakatik exp jungler makin tolol rrq rinz out cok,8,severe_toxic,cyberbullying,cacat(personal:4); tolol(personal:4),1,9.067901234567902
473,@ShifaSwk,Jual skayler beli ampas😜🫵,jual skayler beli ampas,jual skayler beli ampas,jual skayler beli ampas,jual skayler beli ampas,4,moderate_toxic,cyberbullying,ampas(personal:4),1,9.067901234567902
474,@BADAKBERENAN,Udah ya raja rajaanya,udah ya raja rajaanya,sudah ya raja rajaanya,ya raja rajaanya,ya raja rajaanya,0,safe,non-cyberbullying,,0,0.529178674351585
475,@arilsurapradja,kairi kepencet emot😜👈🏻,kairi kepencet emot,kairi kepencet emot,kairi kepencet emot,kairi pencet emot,0,safe,non-cyberbullying,,0,0.529178674351585
476,@akametatsu-p8n,Klo aja junggle nya hazle pasti gak bakal blunder mulu,klo aja junggle nya hazle pasti gak bakal blunder mulu,kalau saja junggle ya hazle pasti tidak bakal blunder mulu,kalau junggle hazle tidak bakal blunder mulu,kalau junggle hazle tidak bakal blunder mulu,0,safe,non-cyberbullying,,0,0.529178674351585
477,@ardiankasih6479,MLBB X agen ali,mlbb x agen ali,mlbb x agen ali,mlbb x agen ali,mlbb x agen ali,0,safe,non-cyberbullying,,0,0.529178674351585
478,@devaindra3595,RRQ emang gak se ambis Onic ya kalau dilihat-lihat. Atau emang RRQ mencoba peruntungan niruin Liquid id waktu mereka juara ?,rrq emang gak se ambis onic ya kalau dilihatlihat atau emang rrq mencoba peruntungan niruin liquid id waktu mereka juara,rrq memang tidak se ambis onic ya kalau dilihatlihat atau memang rrq mencoba peruntungan niruin liquid id waktu mereka juara,rrq memang se ambis onic kalau dilihatlihat memang rrq mencoba peruntungan niruin liquid id waktu juara,rrq memang se ambis onic kalau dilihatlihat memang rrq coba untung niruin liquid id waktu juara,0,safe,non-cyberbullying,,0,0.529178674351585
479,@AgusDayat-f5i,Mana nih yg bilang toyy lebih jago dari sekylar,mana nih yg bilang toyy lebih jago dari sekylar,mana nih yang bilang toyy lebih jago dari sekylar,mana nih bilang toyy lebih jago sekylar,mana nih bilang toyy lebih jago sekylar,0,safe,non-cyberbullying,,0,0.529178674351585
480,@NikankkaANIKANika,"Enakan skylar 
Pas di onic klo di rrq wkwk tulang pungung aowkka",enakan skylar pas di onic klo di rrq wkwk tulang pungung aowkka,akan skylar pas di onic kalau di rrq wkwk tulang pungung aowkka,skylar pas onic kalau rrq wkwk tulang pungung aowkka,skylar pas onic kalau rrq wkwk tulang pungung aowkka,0,safe,non-cyberbullying,,0,0.529178674351585
481,@Derikpadil,Kocak hypr rrq,kocak hypr rrq,kocak hypr rrq,kocak hypr rrq,kocak hypr rrq,0,safe,non-cyberbullying,,0,0.529178674351585
482,@JoshuaReinhart96,"Wajarlah caster ga omongin ONIC lagi udah terlalu perfect timnya,ga ada  pembahasan lagi buat ONIC jadi buat para SONIC jgn ngaku fans ONIC kalo caster g ngomongin ONIC malah kesel. Justru caster tuh ngebahas tim yang lagi underperform atau tim yang lagi bermasalah. Jgn bikin malu SONIC dengan komen yang gajelas arahnya,bangga harusnya ONIC gajadi perbincangan caster.",wajarlah caster ga omongin onic lagi udah terlalu perfect timnyaga ada pembahasan lagi buat onic jadi buat para sonic jgn ngaku fans onic kalo caster g ngomongin onic malah kesel justru caster tuh ngebahas tim yang lagi underperform atau tim yang lagi bermasalah jgn bikin malu sonic dengan komen yang gajelas arahnyabangga harusnya onic gajadi perbincangan caster,wajarlah caster tidak omongin onic lagi sudah terlalu perfect timnyaga ada pembahasan lagi buat onic jadi buat para sonic jangan ngaku fans onic kalau caster g ngomongin onic malah kesel justru caster tuh ngebahas tim yang lagi underperform atau tim yang lagi bermasalah jangan bikin malu sonic dengan komen yang gajelas arahnyabangga harusnya onic jadi perbincangan caster,wajarlah caster omongin onic sudah terlalu perfect timnyaga pembahasan buat onic jadi buat sonic jangan ngaku fans onic kalau caster g ngomongin onic malah kesel justru caster tuh ngebahas tim lagi underperform tim lagi bermasalah jangan bikin malu sonic komen gajelas arahnyabangga harusnya onic jadi perbincangan caster,wajar caster omongin onic sudah terlalu perfect timnyaga bahas buat onic jadi buat sonic jangan ngaku fans onic kalau caster g ngomongin onic malah kesel justru caster tuh ngebahas tim lagi underperform tim lagi masalah jangan bikin malu sonic komen gajelas arahnyabangga harus onic jadi bincang caster,0,safe,non-cyberbullying,,0,0.529178674351585
483,@ikhsancenenk5868,"Macam lawan anak"" 😂😂",macam lawan anak,macam lawan anak,macam lawan anak,macam lawan anak,0,safe,non-cyberbullying,,0,0.529178674351585
484,@DimasAnugerahnu,Kairi kepencet emot😂,kairi kepencet emot,kairi kepencet emot,kairi kepencet emot,kairi pencet emot,0,safe,non-cyberbullying,,0,0.529178674351585
485,@SisilImut-y3r,rrQ menang nangis,rrq menang nangis,rrq memang nangis,rrq memang nangis,rrq memang nang,0,safe,non-cyberbullying,,0,0.529178674351585
486,@AbdulAzis-u6s,Pengkhianat!!!!,pengkhianat,pengkhianat,pengkhianat,khianat,0,safe,non-cyberbullying,,0,0.529178674351585
487,@Kaizen1-z8d,TAMAN BERMAIN KING SANZ,taman bermain king sanz,taman bermain king sanz,taman bermain king sanz,taman main king sanz,0,safe,non-cyberbullying,,0,0.529178674351585
488,@shingshingmoba,Coba paus di 26:40😅,coba paus di,coba paus di,coba paus,coba paus,0,safe,non-cyberbullying,,0,0.529178674351585
489,@afrizallutfi,Si Ap nangis di pojokan 😂😂,si ap nangis di pojokan,si ap nangis di pojokan,si ap nangis pojokan,si ap nang pojok,0,safe,non-cyberbullying,,0,0.529178674351585
490,@IshadAnshar,2 kali di takedown di base nya sendiri rinz 🗿,kali di takedown di base nya sendiri rinz,kali di takedown di base ya sendiri rinz,kali takedown base sendiri rinz,kali takedown base sendiri rinz,0,safe,non-cyberbullying,,0,0.529178674351585
491,@abdulrahmat9291,Jungel RRQ gajelas wkakw,jungel rrq gajelas wkakw,jungel rrq gajelas wkakw,jungel rrq gajelas wkakw,jungel rrq gajelas wkakw,0,safe,non-cyberbullying,,0,0.529178674351585
492,@AcilStbll,Kocak RRQ mau lok sekaylar ga bisa hahaahha,kocak rrq mau lok sekaylar ga bisa hahaahha,kocak rrq mau lok sekaylar tidak bisa hahaahha,kocak rrq mau lok sekaylar bisa hahaahha,kocak rrq mau lok sekaylar bisa hahaahha,0,safe,non-cyberbullying,,0,0.529178674351585
493,@selatan7402,"value skylar di onic mah bakal ketauan nnti pas lawan ph, klo lawan lokal udh jelas menang 4 sepuh onic emang monster",value skylar di onic mah bakal ketauan nnti pas lawan ph klo lawan lokal udh jelas menang sepuh onic emang monster,value skylar di onic mah bakal ketauan nanti pas lawan ph kalau lawan lokal sudah jelas memang sepuh onic memang monster,value skylar onic mah bakal ketauan pas lawan ph kalau lawan lokal jelas memang sepuh onic memang monster,value skylar onic mah bakal tau pas lawan ph kalau lawan lokal jelas memang sepuh onic memang monster,0,safe,non-cyberbullying,,0,0.529178674351585
494,@culturetl,Srinz top midlane indo saat ini 🔥💪🏻,srinz top midlane indo saat ini,srinz top midlane indo saat ini,srinz top midlane indo ini,srinz top midlane indo ini,0,safe,non-cyberbullying,,0,0.529178674351585
495,@sofianrendos6727,"Ujin knp gak di mainin dah. Trs kenapa hazle gk di mainin, padahal lebih baik hazle dibanding jungler yg baru",ujin knp gak di mainin dah trs kenapa hazle gk di mainin padahal lebih baik hazle dibanding jungler yg baru,ujin knp tidak di mainin sudah terus kenapa hazle tidak di mainin padahal lebih baik hazle dibanding jungler yang baru,ujin knp di mainin terus hazle di mainin padahal lebih baik hazle dibanding jungler baru,ujin knp di mainin terus hazle di mainin padahal lebih baik hazle banding jungler baru,0,safe,non-cyberbullying,,0,0.529178674351585
496,@OrekiHoutaro-v4m3d,"Ada jungler bagus malah g dipake,pantes terakhir juara s9,coachnya aja banyak ngomong",ada jungler bagus malah g dipakepantes terakhir juara scoachnya aja banyak ngomong,ada jungler bagus malah g dipakepantes terakhir juara scoachnya saja banyak ngomong,jungler bagus malah g dipakepantes terakhir juara scoachnya banyak ngomong,jungler bagus malah g dipakepantes akhir juara scoachnya banyak ngomong,0,safe,non-cyberbullying,,0,0.529178674351585
497,@bangdytt,Mendingan albert aja di rrq,mendingan albert aja di rrq,mendingan albert saja di rrq,mendingan albert di rrq,mending albert di rrq,0,safe,non-cyberbullying,,0,0.529178674351585
498,@ghianbarca1057,"No respect untuk RRQ, nampak sekali ngincar skylar.",no respect untuk rrq nampak sekali ngincar skylar,no respect untuk rrq nampak sekali ngincar skylar,no respect rrq nampak sekali ngincar skylar,no respect rrq nampak sekali ngincar skylar,0,safe,non-cyberbullying,,0,0.529178674351585
499,@mosandy2073,Bahagia itu PHILIPINA,bahagia itu philipina,bahagia itu philipina,bahagia philipina,bahagia philipina,0,safe,non-cyberbullying,,0,0.529178674351585
500,@fandixinchannel2939,Mau onic menang mu lbh bnyk pialanya Tenang RRQ msh di hati. Ga tergiur sma Tim onic yg klas pemainnya bgus2,mau onic menang mu lbh bnyk pialanya tenang rrq msh di hati ga tergiur sma tim onic yg klas pemainnya bgus,mau onic memang mu lbh bnyk pialanya tenang rrq msh di hati tidak tergiur sama tim onic yang klas pemainnya bgus,mau onic memang mu lbh bnyk pialanya tenang rrq msh hati tergiur sama tim onic klas pemainnya bgus,mau onic memang mu lbh bnyk piala tenang rrq msh hati giur sama tim onic klas main bgus,0,safe,non-cyberbullying,,0,0.529178674351585
501,@th0msz_88,Lim Kocul caster berat ke ppq😂,lim kocul caster berat ke ppq,lim kocul caster berat ke ppq,lim kocul caster berat ppq,lim kocul caster berat ppq,0,safe,non-cyberbullying,,0,0.529178674351585
502,@杨连杰-j2q,2:0 kkkkkkk  onic🎉🎉🎉🎉🎉🎉,kkkkkkk onic,kkkkkkk onic,kkkkkkk onic,kkkkkkk onic,0,safe,non-cyberbullying,,0,0.529178674351585
503,@nurulhidayati-gn5kf,"kekalahan rrq itu ada pada diren dan idok yg bermain nafsu ,pada akhirnya rrq tumbang terus",kekalahan rrq itu ada pada diren dan idok yg bermain nafsu pada akhirnya rrq tumbang terus,kekalahan rrq itu ada pada diren dan idok yang bermain nafsu pada akhirnya rrq tumbang terus,kekalahan rrq ada diren idok bermain nafsu akhirnya rrq tumbang terus,kalah rrq ada diren idok main nafsu akhir rrq tumbang terus,0,safe,non-cyberbullying,,0,0.529178674351585
504,@杨连杰-j2q,Onic   世界第一 🎉🎉🎉🎉,onic,onic,onic,onic,0,safe,non-cyberbullying,,0,0.529178674351585
505,@fabioabimanyu9831,"Kasian sih kingdom lu tau ga rrq cuma nyari bisnis saja dari player sama hal nya kaya Dortmund di Jerman atau chelsea di Inggris orbitin atau beli pemain stengah mateng udah jadi ya di jual ini semua soal bisnis contoh Albert skylar sekarang onic membangun galacticos nya dulu galacticos pernah di buat evos dengan membeli atimage dan berhasil juara season 7 
Setelah skylar siapa lagi yg akan di jual",kasian sih kingdom lu tau ga rrq cuma nyari bisnis saja dari player sama hal nya kaya dortmund di jerman atau chelsea di inggris orbitin atau beli pemain stengah mateng udah jadi ya di jual ini semua soal bisnis contoh albert skylar sekarang onic membangun galacticos nya dulu galacticos pernah di buat evos dengan membeli atimage dan berhasil juara season setelah skylar siapa lagi yg akan di jual,kasian sih kingdom kamu tahu tidak rrq cuma nyari bisnis saja dari player sama hal ya kaya dortmund di jerman atau chelsea di inggris orbitin atau beli pemain stengah mateng sudah jadi ya di jual ini semua soal bisnis contoh albert skylar sekarang onic membangun galacticos ya dulu galacticos pernah di buat evos dengan membeli atimage dan berhasil juara season setelah skylar siapa lagi yang akan di jual,kasian sih kingdom kamu tahu rrq cuma nyari bisnis dari player sama kaya dortmund jerman chelsea inggris orbitin beli pemain stengah mateng jadi jual semua soal bisnis contoh albert skylar sekarang onic membangun galacticos ya dulu galacticos pernah di buat evos membeli atimage berhasil juara season skylar siapa yang di jual,kasi sih kingdom kamu tahu rrq cuma nyari bisnis dari player sama kaya dortmund jerman chelsea inggris orbitin beli main stengah mateng jadi jual semua soal bisnis contoh albert skylar sekarang onic bangun galacticos ya dulu galacticos pernah di buat evos beli atimage hasil juara season skylar siapa yang di jual,0,safe,non-cyberbullying,,0,0.529178674351585
506,@rus01-b7u,Skylar: akhirnya bisa ngerasain main ber5,skylar akhirnya bisa ngerasain main ber,skylar akhirnya bisa ngerasain main ber,skylar akhirnya ngerasain main ber,skylar akhir ngerasain main ber,0,safe,non-cyberbullying,,0,0.529178674351585
507,@satriamasjen,Gunta ganti pemain terus setiap seson🗿,gunta ganti pemain terus setiap seson,gunta nanti pemain terus setiap seson,gunta pemain terus seson,gunta main terus seson,0,safe,non-cyberbullying,,0,0.529178674351585
508,@darkfoxyt1686,😜👆 mikir kids,mikir kids,mikir kids,mikir kids,mikir kids,0,safe,non-cyberbullying,,0,0.529178674351585
509,@afdall4397,Kecewa lah ujin gak main. Tapi epic for ONIC. Wleeee ☝️😜,kecewa lah ujin gak main tapi epic for onic wleeee,kecewa lah ujin tidak main tapi epic for onic wleeee,kecewa lah ujin main epic for onic wleeee,kecewa lah ujin main epic for onic wleeee,0,safe,non-cyberbullying,,0,0.529178674351585
510,@geminigurlllll,caster pro rrq😂😂😂😂,caster pro rrq,caster pro rrq,caster pro rrq,caster pro rrq,0,safe,non-cyberbullying,,0,0.529178674351585
511,@SungaiDuri-k5n,"Sebagai penggemar rrq dri jaman 02 sampai skrg udh pensi main ml karena udh berkeluarga, sehat2 dah RRQ ku , saya tetap mendukung mu",sebagai penggemar rrq dri jaman sampai skrg udh pensi main ml karena udh berkeluarga sehat dah rrq ku saya tetap mendukung mu,sebagai penggemar rrq dari jaman sampai skrg sudah pensi main ml karena sudah berkeluarga sehat sudah rrq aku saya tetap mendukung mu,penggemar rrq jaman skrg pensi main ml berkeluarga sehat sudah rrq aku tetap mendukung mu,gemar rrq jaman skrg pensi main ml keluarga sehat sudah rrq aku tetap dukung mu,0,safe,non-cyberbullying,,0,0.529178674351585
512,@RayRoy-c5b,udah bagus sutsujin malah di ganti zunesh,udah bagus sutsujin malah di ganti zunesh,sudah bagus sutsujin malah di nanti zunesh,bagus sutsujin malah nanti zunesh,bagus sutsujin malah nanti zunesh,0,safe,non-cyberbullying,,0,0.529178674351585
513,@mohammadromadhon6245,Idok ngapain aja?,idok ngapain aja,idok ngapain saja,idok ngapain,idok ngapain,0,safe,non-cyberbullying,,0,0.529178674351585
514,@haffox5519,"Moment 23:30 "" cabut cabut cabut anak blonde""",moment cabut cabut cabut anak blonde,moment cabut cabut cabut anak blonde,moment cabut cabut cabut anak blonde,moment cabut cabut cabut anak blonde,0,safe,non-cyberbullying,,0,0.529178674351585
515,@irvan7679,5:30,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
516,@donyardian4094,Fans skyler meresahkan 😂😂😂 klo yg GG skyler lha kok dulu sama idok sutsujin rinz b aja?,fans skyler meresahkan klo yg gg skyler lha kok dulu sama idok sutsujin rinz b aja,fans skyler meresahkan kalau yang gg skyler lha kok dulu sama idok sutsujin rinz b saja,fans skyler meresahkan kalau gg skyler lha kok dulu sama idok sutsujin rinz b,fans skyler resah kalau gg skyler lha kok dulu sama idok sutsujin rinz b,0,safe,non-cyberbullying,,0,0.529178674351585
