id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying
502,@Taufikyoiii2,"Skylar memang cocok di onic karena pemain onic semuanya jago, kalau Skylar di rrq lawan onic tetap akan kebantai sma onic, karena Skylar di rrq gak ada patner yang bisa imbangin skill dan permainan Skylar kalau di onic semua pemainnya sudah paham semua dan bisa ngontrol emosi",skylar memang cocok di onic karena pemain onic semuanya jago kalau skylar di rrq lawan onic tetap akan kebantai sma onic karena skylar di rrq gak ada patner yang bisa imbangin skill dan permainan skylar kalau di onic semua pemainnya sudah paham semua dan bisa ngontrol emosi,skylar memang cocok di onic karena pemain onic semuanya jago kalau skylar di rrq lawan onic tetap akan kebantai sama onic karena skylar di rrq tidak ada patner yang bisa imbangin skill dan permainan skylar kalau di onic semua pemainnya sudah paham semua dan bisa ngontrol emosi,skylar memang cocok onic pemain onic semuanya jago kalau skylar rrq lawan onic tetap kebantai sama onic skylar rrq ada patner bisa imbangin skill permainan skylar kalau onic semua pemainnya paham semua bisa ngontrol emosi,skylar memang cocok onic main onic semua jago kalau skylar rrq lawan onic tetap bantai sama onic skylar rrq ada patner bisa imbangin skill main skylar kalau onic semua main paham semua bisa ngontrol emosi,0,safe,non-cyberbullying,,0
503,@AnomalibaeAnomalibae-uv1ex,"Tuh kan tuh kan, bener kata gw, nmyg nge draft itu cw, si Adi mh diem aja so sibukk
Btw Skylar GG bt anj di gocek",tuh kan tuh kan bener kata gw nmyg nge draft itu cw si adi mh diem aja so sibukk btw skylar gg bt anj di gocek,tuh akan tuh akan benar kata saya nmyg nge draft itu cw si jadi mh diem saja so sibukk btw skylar gg bt anj di gocek,tuh tuh benar kata nmyg nge draft cw si jadi mh diem so sibukk btw skylar gg bt anj gocek,tuh tuh benar kata nmyg nge draft cw si jadi mh diem so sibukk btw skylar gg bt anj gocek,0,safe,non-cyberbullying,,0
504,@rizkiferdianalistiqomah7953,DARIPADA BANYAK GAME DRAMATIS MENDING KASIH AJA PIALA KE ONIC,daripada banyak game dramatis mending kasih aja piala ke onic,daripada banyak game dramatis mending kasih saja piala ke onic,banyak game dramatis mending kasih piala onic,banyak game dramatis mending kasih piala onic,0,safe,non-cyberbullying,,0
505,@akbarbaharudin765,Gada obat lutpiiiiii,gada obat lutpiiiiii,gada obat lutpiiiiii,gada obat lutpiiiiii,gada obat lutpiiiiii,0,safe,non-cyberbullying,,0
506,@mekanismecritical,GEMBEL PPQ,gembel ppq,gembel ppq,gembel ppq,gembel ppq,0,safe,non-cyberbullying,,0
507,@KhususPlayer,Kembalikan skyler kami 😂,kembalikan skyler kami,kembalikan skyler kami,kembalikan skyler,kembali skyler,0,safe,non-cyberbullying,,0
508,@aduy7545,Tengil bgt ngeliat gaya nya si sanz kunyuk😂,tengil bgt ngeliat gaya nya si sanz kunyuk,tengil banget ngeliat gaya ya si sanz kunyuk,tengil banget ngeliat gaya si sanz kunyuk,tengil banget ngeliat gaya si sanz kunyuk,0,safe,non-cyberbullying,,0
509,@EgoyFan,FANS KINGDOM MENANGIS DI RECOLL RECOL+DI KIL DI BASE😂,fans kingdom menangis di recoll recoldi kil di base,fans kingdom menangis di recoll recoldi kil di base,fans kingdom menangis recoll recoldi kil base,fans kingdom menang recoll recoldi kil base,0,safe,non-cyberbullying,,0
510,@Farhan2101-xl5gs,Mana suaranya kondo* kok diam aj,mana suaranya kondo kok diam aj,mana suaranya kondo kok diam saja,mana suaranya kondo kok diam,mana suara kondo kok diam,0,safe,non-cyberbullying,,0
511,@FairenRevan,"Sepi,gak ada teriakan penonton",sepigak ada teriakan penonton,sepigak ada teriakan penonton,sepigak teriakan penonton,sepigak ria tonton,0,safe,non-cyberbullying,,0
512,@prandianvrsada8923,jadi ke inget ucap tim yang ga jago tapi di ayam2in mati di kandang 🗿,jadi ke inget ucap tim yang ga jago tapi di ayamin mati di kandang,jadi ke inget ucap tim yang tidak jago tapi di ayamin mati di kandang,jadi inget ucap tim tidak jago ayamin mati di kandang,jadi inget ucap tim tidak jago ayamin mati di kandang,5,moderate_toxic,cyberbullying,mati(extreme:5),1
513,@brucewayne-i5l1u,rrq jungler lawak,rrq jungler lawak,rrq jungler lawak,rrq jungler lawak,rrq jungler lawak,0,safe,non-cyberbullying,,0
514,@mbekhoky1039,rrq di ayam ayamin gini wkwkwk,rrq di ayam ayamin gini wkwkwk,rrq di ayam ayamin gini wkwkwk,rrq ayam ayamin gini wkwkwk,rrq ayam ayamin gin wkwkwk,0,safe,non-cyberbullying,,0
515,@ChikoBells,Kasih paham lerr 😂😂,kasih paham lerr,kasih paham lerr,kasih paham lerr,kasih paham lerr,0,safe,non-cyberbullying,,0
516,@PutraWalker-ll8rb,Apa gw bilang onic 2 rrq 0,apa gw bilang onic rrq,apa saya bilang onic rrq,apa bilang onic rrq,apa bilang onic rrq,0,safe,non-cyberbullying,,0
517,@SaifAlifKhan,Fanny hanyalah dongeng,fanny hanyalah dongeng,fanny hanyalah dongeng,fanny hanyalah dongeng,fanny hanya dongeng,0,safe,non-cyberbullying,,0
518,@unfairchanel446,RRQ ngelepas skylard lawak bgt jomplang gaada yg gendong ups,rrq ngelepas skylard lawak bgt jomplang gaada yg gendong ups,rrq ngelepas skylard lawak banget jomplang gaada yang gendong ups,rrq ngelepas skylard lawak banget jomplang gaada gendong ups,rrq ngelepas skylard lawak banget jomplang gaada gendong ups,0,safe,non-cyberbullying,,0
519,@tnjajiprogrammer387,"Puas bngt tdi evos win walaupun king branz gk main sudahku bilang sandal itu udh mantap malah ngambil midlener gagal dri mpl sebelah, dan yg terpenting puas bngt onic bantai adek²an😂",puas bngt tdi evos win walaupun king branz gk main sudahku bilang sandal itu udh mantap malah ngambil midlener gagal dri mpl sebelah dan yg terpenting puas bngt onic bantai adekan,puas banget tdi evos win walaupun king branz tidak main sudah bilang sandal itu sudah mantap malah ngambil midlener gagal dari mpl sebelah dan yang terpenting puas banget onic bantai akan,puas banget tdi evos win walaupun king branz main bilang sandal sudah mantap malah ngambil midlener gagal mpl sebelah yang terpenting puas banget onic bantai,puas banget tdi evos win walaupun king branz main bilang sandal sudah mantap malah ngambil midlener gagal mpl belah yang penting puas banget onic bantai,0,safe,non-cyberbullying,,0
520,@GodPaqu,Udah terbukti ya adik² kongdom ler>totoy,udah terbukti ya adik kongdom lertotoy,sudah terbukti ya adik kongdom lertotoy,terbukti adik kongdom lertotoy,bukti adik kongdom lertotoy,0,safe,non-cyberbullying,,0
521,@keysadanrizki7806,ke 43,ke,ke,,,0,safe,non-cyberbullying,,0
522,@RendiSetiawan-m9z,langsung aja kasih pialanya ke onic,langsung aja kasih pialanya ke onic,langsung saja kasih pialanya ke onic,langsung kasih pialanya onic,langsung kasih piala onic,0,safe,non-cyberbullying,,0
523,@GengetesHp,Absen tercepat,absen tercepat,absen tercepat,absen tercepat,absen cepat,0,safe,non-cyberbullying,,0
524,@muizzahmad-b4t,gg onis,gg onis,gg onis,gg onis,gg onis,0,safe,non-cyberbullying,,0
525,@ndralaksmana2888,Onic di hatii,onic di hatii,onic di hatii,onic hatii,onic hati,0,safe,non-cyberbullying,,0
526,@po_popo_po_po,"Gw salah 1 orang yg meragukan skylar, tapi dari match lawan GEEK apa lg skrng lawan RRQ keliatan improvementnya skylar. Salut buat skylar bisa membungkam orang² yg meragukannya termasuk gw 👍",gw salah orang yg meragukan skylar tapi dari match lawan geek apa lg skrng lawan rrq keliatan improvementnya skylar salut buat skylar bisa membungkam orang yg meragukannya termasuk gw,saya salah orang yang meragukan skylar tapi dari match lawan geek apa lagi skrng lawan rrq keliatan improvementnya skylar salut buat skylar bisa membungkam orang yang meragukannya termasuk saya,salah orang meragukan skylar dari match lawan geek apa skrng lawan rrq keliatan improvementnya skylar salut buat skylar membungkam orang meragukannya termasuk,salah orang ragu skylar dari match lawan geek apa skrng lawan rrq liat improvementnya skylar salut buat skylar bungkam orang ragu masuk,0,safe,non-cyberbullying,,0
527,@kucinguler,Raja dari segala raja  & bot dari segala bot,raja dari segala raja bot dari segala bot,raja dari segala raja bot dari segala bot,raja segala raja bot segala bot,raja segala raja bot segala bot,0,safe,non-cyberbullying,,0
528,@SofiAti-e6y,Apalah kingdom bot,apalah kingdom bot,apalah kingdom bot,apalah kingdom bot,apa kingdom bot,0,safe,non-cyberbullying,,0
529,@makanbangku8362,Bukan karena musuhnya yg jago,bukan karena musuhnya yg jago,bukan karena musuhnya yang jago,bukan musuhnya jago,bukan musuh jago,0,safe,non-cyberbullying,,0
530,@adindaputrishaqiila9341,2-0😜👆🏻,,,,,0,safe,non-cyberbullying,,0
531,@rikomariko274,😜👆🏾,,,,,0,safe,non-cyberbullying,,0
532,@SofiAti-e6y,Bau Bau comeback 😹😹😹,bau bau comeback,bau bau comeback,bau bau comeback,bau bau comeback,0,safe,non-cyberbullying,,0
533,@LUCUGAME,Skylar tau raja yang sebenar nya 😂😂😂,skylar tau raja yang sebenar nya,skylar tahu raja yang benar ya,skylar tahu raja benar,skylar tahu raja benar,0,safe,non-cyberbullying,,0
534,@FriiXzx,"Rrq badut mpl
#lokal",rrq badut mpl,rrq badut mpl,rrq badut mpl,rrq badut mpl,0,safe,non-cyberbullying,,0
535,@bgxpss7973,Ketika raja raja'n ketemu raja sesungguhnya😂langsung tunduk g tuh,ketika raja rajan ketemu raja sesungguhnyalangsung tunduk g tuh,ketika raja rajan ketemu raja sesungguhnyalangsung tunduk g tuh,raja rajan ketemu raja sesungguhnyalangsung tunduk g tuh,raja rajan ketemu raja sesungguhnyalangsung tunduk g tuh,0,safe,non-cyberbullying,,0
536,@dayatsaputra4470,Kiw,kiw,kiw,kiw,kiw,0,safe,non-cyberbullying,,0
537,@Sonnn-toloyo,"SI PALING JAGO KOK GAK MAIN SIH, JADI KALAH KAN RRQ 😢😢😢",si paling jago kok gak main sih jadi kalah kan rrq,si paling jago kok tidak main sih jadi kalau akan rrq,si paling jago kok main sih jadi kalau rrq,si paling jago kok main sih jadi kalau rrq,0,safe,non-cyberbullying,,0
538,@mukti_26,"UDAH GW BILANG LANGSUNG AJA KASIH PIALA SEASON INI KE ONIC ! MINGGIR SEMUA 🚨🚨🚨
JUJUR UDH GA SERU NONTON MPL ID,ONIC TERLALU KUAT !",udah gw bilang langsung aja kasih piala season ini ke onic minggir semua jujur udh ga seru nonton mpl idonic terlalu kuat,sudah saya bilang langsung saja kasih piala season ini ke onic minggir semua jujur sudah tidak seru nonton mpl idonic terlalu kuat,saya bilang langsung kasih piala season ke onic minggir semua jujur tidak seru nonton mpl idonic terlalu kuat,saya bilang langsung kasih piala season ke onic minggir semua jujur tidak seru nonton mpl idonic terlalu kuat,0,safe,non-cyberbullying,,0
539,@IyanRompies_023,KATA KATA HARI? RRQ CEMILAN ONIC,kata kata hari rrq cemilan onic,kata kata hari rrq cemilan onic,kata kata hari rrq cemilan onic,kata kata hari rrq cemilan onic,0,safe,non-cyberbullying,,0
540,@pollfer-x8l,gas,gas,gas,gas,gas,0,safe,non-cyberbullying,,0
541,@AndiWahyudi-l5o,Pertama,pertama,pertama,pertama,pertama,0,safe,non-cyberbullying,,0
542,@Ngga003,Fans PPQ nangis dipojokan😂,fans ppq nangis dipojokan,fans ppq nangis dipojokan,fans ppq nangis dipojokan,fans ppq nang pojok,0,safe,non-cyberbullying,,0
543,@kocakgimang9010,SEBELUM RIBUAN,sebelum ribuan,belum ribuan,ribuan,ribu,0,safe,non-cyberbullying,,0
544,@asuyuti-pi7fh,"Apakah Onic akan pecah telur...
Keknya Bakal 2:0 mngkin",apakah onic akan pecah telur keknya bakal mngkin,apakah onic akan pecah telur keknya bakal mngkin,onic pecah telur keknya bakal mngkin,onic pecah telur kek bakal mngkin,0,safe,non-cyberbullying,,0
545,@HAJ1BENG1S,IN GAME 5 : 10,in game,in game,in game,in game,0,safe,non-cyberbullying,,0
546,@sulhaspebrian1323,Kami kingdom pamit 😊😹,kami kingdom pamit,kami kingdom pamit,kingdom pamit,kingdom pamit,0,safe,non-cyberbullying,,0
547,@IkbalZulfikar-d8h,GG ONIC,gg onic,gg onic,gg onic,gg onic,0,safe,non-cyberbullying,,0
548,@DiFaVlogg,HAYO GASKENN MPLL,hayo gaskenn mpll,hayo gaskenn mpll,hayo gaskenn mpll,hayo gaskenn mpll,0,safe,non-cyberbullying,,0
549,@akbarhajarutama537,5:00 in game,in game,in game,in game,in game,0,safe,non-cyberbullying,,0
550,@NopalPal-y7y,uhuyyy,uhuyyy,uhuyyy,uhuyyy,uhuyyy,0,safe,non-cyberbullying,,0
551,@SUPEERVANZZ,Wedepe minjnnn,wedepe minjnnn,wedepe minjnnn,wedepe minjnnn,wedepe minjnnn,0,safe,non-cyberbullying,,0
552,@NopalPal-y7y,pertma🎉,pertma,pertma,pertma,pertma,0,safe,non-cyberbullying,,0
553,@devilplan-cu6ic,RRQ kalah voting? 🤭,rrq kalah voting,rrq kalau voting,rrq kalau voting,rrq kalau voting,0,safe,non-cyberbullying,,0
554,@Rexsaha-o4z,Buset dah RRQ ngamok 😍,buset dah rrq ngamok,buset sudah rrq ngamok,buset rrq ngamok,buset rrq ngamok,0,safe,non-cyberbullying,,0
555,@NopalPal-y7y,menyala onicccc,menyala onicccc,menyala onicccc,menyala onicccc,nyala onicccc,0,safe,non-cyberbullying,,0
556,@Oliveira10-f9p,Pertama,pertama,pertama,pertama,pertama,0,safe,non-cyberbullying,,0
557,@DimasZetoe09,pertama nihh💋,pertama nihh,pertama nihh,pertama nihh,pertama nihh,0,safe,non-cyberbullying,,0
558,@Julan_Ravien,First,first,first,first,first,0,safe,non-cyberbullying,,0
