id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
613,@Ziaaxx17-of2dh,Mulai tercium aura comeback ceunah😂,mulai tercium aura comeback ceunah,mulai tercium aura comeback ceunah,mulai tercium aura comeback ceunah,mulai cium aura comeback ceunah,0,safe,non-cyberbullying,,0,0.5300732217573222
614,@irfansaputra7328,Wkwkwk di ayam ayam in skylar wkwkwk ppq kocak,wkwkwk di ayam ayam in skylar wkwkwk ppq kocak,wkwkwk di ayam ayam in skylar wkwkwk ppq kocak,wkwkwk ayam ayam in skylar wkwkwk ppq kocak,wkwkwk ayam ayam in skylar wkwkwk ppq kocak,0,safe,non-cyberbullying,,0,0.5300732217573222
615,@BangFal-r1k,Puas banget onic bantai²,puas banget onic bantai,puas banget onic bantai,puas banget onic bantai,puas banget onic bantai,0,safe,non-cyberbullying,,0,0.5300732217573222
616,@prstudio1385,Caster nya fans rrq hahahahah kelihatn nya sedih hahaha,caster nya fans rrq hahahahah kelihatn nya sedih hahaha,caster ya fans rrq hahahahah kelihatn ya sedih hahaha,caster fans rrq hahahahah kelihatn sedih hahaha,caster fans rrq hahahahah kelihatn sedih hahaha,0,safe,non-cyberbullying,,0,0.5300732217573222
617,@apalah_sayaa,"semua caster kiblatnya ke RRQ😂
kongdom lucu semua anjir😂",semua caster kiblatnya ke rrq kongdom lucu semua anjir,semua caster kiblatnya ke rrq kongdom lucu semua anjir,semua caster kiblatnya rrq kongdom lucu semua anjir,semua caster kiblat rrq kongdom lucu semua anjir,1,minor_negative,non-cyberbullying,anjir(negative:1),0,0.5300732217573222
618,@ilhamhanafi5053,Si zunesh main hayabusa di depan pawang nya? Kairi be like: mau di tutorin main haya gak dek? 😜👆,si zunesh main hayabusa di depan pawang nya kairi be like mau di tutorin main haya gak dek,si zunesh main hayabusa di depan pawang ya kairi be like mau di tutorin main haya tidak dek,si zunesh main hayabusa depan pawang kairi be like mau tutorin main haya dek,si zunesh main hayabusa depan pawang kairi be like mau tutorin main haya dek,0,safe,non-cyberbullying,,0,0.5300732217573222
619,@27.IKSANILHAMDWIJAYANTO,Kangen sanz recal²,kangen sanz recal,kangen sanz recal,kangen sanz recal,kangen sanz recal,0,safe,non-cyberbullying,,0,0.5300732217573222
620,@indonesiaraya7935,23:47 AURA COMEBACK SUDAH TERCIUM 🎉,aura comeback sudah tercium,aura comeback sudah tercium,aura comeback tercium,aura comeback cium,0,safe,non-cyberbullying,,0,0.5300732217573222
621,@feryekaputra8226,Kacau sih jangler ny rrq.. 😅,kacau sih jangler ny rrq,kalau sih jangler ny rrq,kalau sih jangler ny rrq,kalau sih jangler ny rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
622,@andrevan2314,itu zunesh siapa si?ckck,itu zunesh siapa sickck,itu zunesh siapa sickck,zunesh siapa sickck,zunesh siapa sickck,0,safe,non-cyberbullying,,0,0.5300732217573222
623,@Tukamribatihi,RRQ dark sistem,rrq dark sistem,rrq dark sistem,rrq dark sistem,rrq dark sistem,0,safe,non-cyberbullying,,0,0.5300732217573222
624,@RevianPratama,badut badut hahahaha,badut badut hahahaha,badut badut hahahaha,badut badut hahahaha,badut badut hahahaha,0,safe,non-cyberbullying,,0,0.5300732217573222
625,@qehfen,Ini ibaratnya dulu los galaticos mendatangkan messi waktu ronaldo cs lg jaya2nya 👑,ini ibaratnya dulu los galaticos mendatangkan messi waktu ronaldo cs lg jayanya,ini ibaratnya dulu los galaticos mendatangkan messi waktu ronaldo cs lagi jayanya,ibaratnya dulu los galaticos mendatangkan messi waktu ronaldo cs jayanya,ibarat dulu los galaticos datang messi waktu ronaldo cs jaya,0,safe,non-cyberbullying,,0,0.5300732217573222
626,@dorisatria1829,Gg skylar yuhu,gg skylar yuhu,gg skylar yuhu,gg skylar yuhu,gg skylar yuhu,0,safe,non-cyberbullying,,0,0.5300732217573222
627,@senju6524,"RRQ beda cerita si kalo sutsujin di maenin. Jelas sutsujin salah satu jungler yg hampir bisa nyaingin kairi. Coba sutsujin di maenin mungkin ini match yg bakal lebih seru.. zunech jago, but.. terlalu nyoba agresif dan banyak blunder, di banding objektif zunech lebih ke mau mendominasi kairi.. beda sama sutsujin yg ga peduliin kairi, sutsujin lebih ke objektif tiap gameplay. Itulah kenapa onic lebih sulit ngadepin RRQ yg mainin sutsujin di banding zunech...


#GOM7_SONIC💛",rrq beda cerita si kalo sutsujin di maenin jelas sutsujin salah satu jungler yg hampir bisa nyaingin kairi coba sutsujin di maenin mungkin ini match yg bakal lebih seru zunech jago but terlalu nyoba agresif dan banyak blunder di banding objektif zunech lebih ke mau mendominasi kairi beda sama sutsujin yg ga peduliin kairi sutsujin lebih ke objektif tiap gameplay itulah kenapa onic lebih sulit ngadepin rrq yg mainin sutsujin di banding zunech,rrq beda cerita si kalau sutsujin di maenin jelas sutsujin salah satu jungler yang hampir bisa nyaingin kairi coba sutsujin di maenin mungkin ini match yang bakal lebih seru zunech jago but terlalu nyoba agresif dan banyak blunder di banding objektif zunech lebih ke mau mendominasi kairi beda sama sutsujin yang tidak peduliin kairi sutsujin lebih ke objektif tiap gameplay itulah kenapa onic lebih sulit ngadepin rrq yang mainin sutsujin di banding zunech,rrq beda cerita si kalau sutsujin maenin jelas sutsujin salah satu jungler hampir nyaingin kairi coba sutsujin maenin mungkin match bakal lebih seru zunech jago but terlalu nyoba agresif banyak blunder banding objektif zunech lebih mau mendominasi kairi beda sama sutsujin tidak peduliin kairi sutsujin lebih objektif tiap gameplay kenapa onic lebih sulit ngadepin rrq mainin sutsujin banding zunech,rrq beda cerita si kalau sutsujin maenin jelas sutsujin salah satu jungler hampir nyaingin kairi coba sutsujin maenin mungkin match bakal lebih seru zunech jago but terlalu nyoba agresif banyak blunder banding objektif zunech lebih mau dominasi kairi beda sama sutsujin tidak peduliin kairi sutsujin lebih objektif tiap gameplay kenapa onic lebih sulit ngadepin rrq mainin sutsujin banding zunech,0,safe,non-cyberbullying,,0,0.5300732217573222
628,@PatmaWati-y5e,"Keliatan banget ada masalah internal, duo aceh terlalu bucin, keknya masalahnya ada di rinz dan idok",keliatan banget ada masalah internal duo aceh terlalu bucin keknya masalahnya ada di rinz dan idok,keliatan banget ada masalah internal duo aceh terlalu bucin keknya masalahnya ada di rinz dan idok,keliatan banget masalah internal duo aceh terlalu bucin keknya masalahnya di rinz idok,liat banget masalah internal duo aceh terlalu bucin kek masalah di rinz idok,0,safe,non-cyberbullying,,0,0.5300732217573222
629,@PutriNatasyah-i1q,ade adean jngn lwn abang abangan ya dek,ade adean jngn lwn abang abangan ya dek,ade adean jangan lwn abang abangan ya dek,ade adean jangan lwn abang abangan dek,ade adean jangan lwn abang abangan dek,0,safe,non-cyberbullying,,0,0.5300732217573222
630,@dennysparmanda9146,"2-0 Antara Sanz vs Rinz, Rinz bodoh kali kena kill ama Sanz dengan cara yg sama 🤣",antara sanz vs rinz rinz bodoh kali kena kill ama sanz dengan cara yg sama,antara sanz vs rinz rinz bodoh kali karena kill sama sanz dengan cara yang sama,sanz vs rinz rinz bodoh kali kill sama sanz cara sama,sanz vs rinz rinz bodoh kali kill sama sanz cara sama,4,moderate_toxic,cyberbullying,bodoh(personal:4),1,8.81304347826087
631,@FebyTriyanti-t4f,sang raja dari segala raja tpi kok tumbang 2 0 HAHA,sang raja dari segala raja tpi kok tumbang haha,sang raja dari segala raja tapi kok tumbang haha,sang raja segala raja kok tumbang haha,sang raja segala raja kok tumbang haha,0,safe,non-cyberbullying,,0,0.5300732217573222
632,@gdaratt-po2ny,LAWAK LAWAK BADUT RRQ HAHAAH 😂 BUBARIN AJA TU TIM,lawak lawak badut rrq hahaah bubarin aja tu tim,lawak lawak badut rrq hahaah bubarin saja tu tim,lawak lawak badut rrq hahaah bubarin tu tim,lawak lawak badut rrq hahaah bubarin tu tim,0,safe,non-cyberbullying,,0,0.5300732217573222
633,@Zuliansah-y6e,RRQ bubarin aja.,rrq bubarin aja,rrq bubarin saja,rrq bubarin,rrq bubarin,0,safe,non-cyberbullying,,0,0.5300732217573222
634,@maulanacliquers3860,Kata nya rinz di atas sanz tapi ko di recal2 di Depan base wkwkwkwkwkw rrq ayam 🐔 ajahhahahahahahaha😂😂😂😂,kata nya rinz di atas sanz tapi ko di recal di depan base wkwkwkwkwkw rrq ayam ajahhahahahahahaha,kata ya rinz di atas sanz tapi ko di recal di depan base wkwkwkwkwkw rrq ayam ajahhahahahahahaha,kata rinz atas sanz ko recal depan base wkwkwkwkwkw rrq ayam ajahhahahahahahaha,kata rinz atas sanz ko recal depan base wkwkwkwkwkw rrq ayam ajahhahahahahahaha,0,safe,non-cyberbullying,,0,0.5300732217573222
635,@orangjangkung7163,"""Aroma comeback nya mulai tercium"", bruhh lawan rrq itu onic, kalo yg dilawan onic sekelas tim ph ngomong gitu ga masalah dah wkwkwk",aroma comeback nya mulai tercium bruhh lawan rrq itu onic kalo yg dilawan onic sekelas tim ph ngomong gitu ga masalah dah wkwkwk,aroma comeback ya mulai tercium bruhh lawan rrq itu onic kalau yang dilawan onic sekelas tim ph ngomong gitu tidak masalah sudah wkwkwk,aroma comeback mulai tercium bruhh lawan rrq onic kalau dilawan onic sekelas tim ph ngomong gitu masalah wkwkwk,aroma comeback mulai cium bruhh lawan rrq onic kalau lawan onic kelas tim ph ngomong gitu masalah wkwkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
636,@pendowotelu4780,Udah kelar main raja rajaanya 😅,udah kelar main raja rajaanya,sudah kelar main raja rajaanya,kelar main raja rajaanya,kelar main raja rajaanya,0,safe,non-cyberbullying,,0,0.5300732217573222
637,@pendowotelu4780,ONIC MASIH TETAP YANG TERBAIK 🎉,onic masih tetap yang terbaik,onic kasih tetap yang terbaik,onic kasih tetap terbaik,onic kasih tetap baik,0,safe,non-cyberbullying,,0,0.5300732217573222
638,@Nerooo0406,😜👆,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
639,@agusrivai6533,C ap tolol jual skylarr pertahanin c toyy,c ap tolol jual skylarr pertahanin c toyy,c ap tolol jual skylarr pertahanin c toyy,c ap tolol jual skylarr pertahanin c toyy,c ap tolol jual skylarr pertahanin c toyy,4,moderate_toxic,cyberbullying,tolol(personal:4),1,8.81304347826087
640,@balyantv4482,Aroma aroma comeback jhahaahah,aroma aroma comeback jhahaahah,aroma aroma comeback jhahaahah,aroma aroma comeback jhahaahah,aroma aroma comeback jhahaahah,0,safe,non-cyberbullying,,0,0.5300732217573222
641,@LuisTonison-zm1py,Si zunesh ini dk pernah maen MDL tiba tiba maen mpl .. Udah gitu maen dk ada perhitungan... Stop maenin zuned woy coach. . Tololnya  liat gameplay rrq skr....,si zunesh ini dk pernah maen mdl tiba tiba maen mpl udah gitu maen dk ada perhitungan stop maenin zuned woy coach tololnya liat gameplay rrq skr,si zunesh ini dk pernah maen mdl tiba tiba maen mpl sudah gitu maen dk ada perhitungan stop maenin zuned woy coach tololnya liat gameplay rrq skr,si zunesh dk pernah maen mdl tiba tiba maen mpl gitu maen dk perhitungan stop maenin zuned woy coach tololnya liat gameplay rrq skr,si zunesh dk pernah maen mdl tiba tiba maen mpl gitu maen dk hitung stop maenin zuned woy coach tolol liat gameplay rrq skr,4,moderate_toxic,cyberbullying,tolol(personal:4),1,8.81304347826087
642,@SilViaa-v8v,"Ini si rinz kenapa dah posisi nya ketahuan Mulu,kek maen rank aja nit",ini si rinz kenapa dah posisi nya ketahuan mulukek maen rank aja nit,ini si rinz kenapa sudah posisi ya ketahuan mulukek maen rank saja nit,si rinz sudah posisi ketahuan mulukek maen rank nit,si rinz sudah posisi tahu mulukek maen rank nit,0,safe,non-cyberbullying,,0,0.5300732217573222
643,@DJCorBeton9012,aura kambek kambek. iyain aja lah,aura kambek kambek iyain aja lah,aura kambek kambek iyain saja lah,aura kambek kambek iyain lah,aura kambek kambek iyain lah,0,safe,non-cyberbullying,,0,0.5300732217573222
644,@ADITGAMING-x3u,toyy main gak jelas banget. ganti aja toyy sama yg lain,toyy main gak jelas banget ganti aja toyy sama yg lain,toyy main tidak jelas banget nanti saja toyy sama yang lain,toyy main jelas banget saja toyy sama lain,toyy main jelas banget saja toyy sama lain,0,safe,non-cyberbullying,,0,0.5300732217573222
645,@fhanoshaeronyhimawan7421,#cuma bisa granger😂😂😂,bisa granger,bisa granger,granger,granger,0,safe,non-cyberbullying,,0,0.5300732217573222
646,@MataGadget,Kalah sama tim ga jago 😂,kalah sama tim ga jago,kalau sama tim tidak jago,kalau sama tim jago,kalau sama tim jago,0,safe,non-cyberbullying,,0,0.5300732217573222
647,@FuadSulvia,2 macth kairi GK ada mati 😂. Skyleeerrr cuman mati 1 😂 wkwkkwwk. Apa apaan ini 😅,macth kairi gk ada mati skyleeerrr cuman mati wkwkkwwk apa apaan ini,macth kairi tidak ada mati skyleeerrr cuma mati wkwkkwwk apa apaan ini,macth kairi ada mati skyleeerrr cuma mati wkwkkwwk apa apaan,macth kairi ada mati skyleeerrr cuma mati wkwkkwwk apa apa,10,extreme_cyberbullying,cyberbullying,mati(extreme:5); mati(extreme:5),1,8.81304347826087
648,@PutXD,Udah gua duga poster skrg onic udah kuat bangettt.,udah gua duga poster skrg onic udah kuat bangettt,sudah saya duga poster skrg onic sudah kuat banget,saya duga poster skrg onic kuat banget,saya duga poster skrg onic kuat banget,0,safe,non-cyberbullying,,0,0.5300732217573222
649,@Fulanahhh-e3i,Caster berat sebelah jirrrr amit²,caster berat sebelah jirrrr amit,caster berat sebelah jirrrr amit,caster berat sebelah jirrrr amit,caster berat belah jirrrr amit,0,safe,non-cyberbullying,,0,0.5300732217573222
650,@V1nrzz,26:35 mikir kidss😜,mikir kidss,mikir kidss,mikir kidss,mikir kidss,0,safe,non-cyberbullying,,0,0.5300732217573222
651,@Lvvzy07,RRQ AYAMMMM,rrq ayammmm,rrq ayammmm,rrq ayammmm,rrq ayammmm,0,safe,non-cyberbullying,,0,0.5300732217573222
652,@darwisahdarwisah5411,"toy idok dyren sutsujin mid cari yg lebih worit, 
setidaknya msih bisa bersaing",toy idok dyren sutsujin mid cari yg lebih worit setidaknya msih bisa bersaing,toy idok dyren sutsujin mid cari yang lebih worit setidaknya msih bisa bersaing,toy idok dyren sutsujin mid cari lebih worit msih bersaing,toy idok dyren sutsujin mid cari lebih worit msih saing,0,safe,non-cyberbullying,,0,0.5300732217573222
653,@kylanazeba,Rrq 😂kesalahan nya tetep sama dari awal m1 lepas harit,rrq kesalahan nya tetep sama dari awal m lepas harit,rrq kesalahan ya tetep sama dari awal m lepas harit,rrq kesalahan tetep sama awal m lepas harit,rrq salah tetep sama awal m lepas harit,0,safe,non-cyberbullying,,0,0.5300732217573222
654,@tryntix0615,Udah di nerf pake coach Adi loh wkwkwk,udah di nerf pake coach adi loh wkwkwk,sudah di nerf pakai coach jadi loh wkwkwk,di nerf pakai coach jadi loh wkwkwk,di nerf pakai coach jadi loh wkwkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
655,@kyvvra,"""bau bau comeback nih"" kalo gua malu tuh :P",bau bau comeback nih kalo gua malu tuh p,bau bau comeback nih kalau saya malu tuh p,bau bau comeback nih kalau malu tuh p,bau bau comeback nih kalau malu tuh p,0,safe,non-cyberbullying,,0,0.5300732217573222
656,@wanRoy-x8n,"Hhaaaa haaaa rrq Tumbang bos ,salah sendiri Skylar dijual di onic,mampus Lo rrq 😅😅😂😂😂😂",hhaaaa haaaa rrq tumbang bos salah sendiri skylar dijual di onicmampus lo rrq,hhaaaa haaaa rrq tumbang bos salah sendiri skylar dijual di onicmampus kamu rrq,hhaaaa haaaa rrq tumbang bos salah sendiri skylar dijual onicmampus kamu rrq,hhaaaa haaaa rrq tumbang bos salah sendiri skylar jual onicmampus kamu rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
657,@leonilgunawan538,Wkwkwk kai kai🤪👆,wkwkwk kai kai,wkwkwk kai kai,wkwkwk kai kai,wkwkwk kai kai,0,safe,non-cyberbullying,,0,0.5300732217573222
658,@AlijaBaina,RRQ kyk badut skrng . LUCU,rrq kyk badut skrng lucu,rrq kyk badut skrng lucu,rrq kyk badut skrng lucu,rrq kyk badut skrng lucu,0,safe,non-cyberbullying,,0,0.5300732217573222
659,@abellchannel3076,RRQ gilani🤑,rrq gilani,rrq gilani,rrq gilani,rrq gilani,0,safe,non-cyberbullying,,0,0.5300732217573222
660,@playgamerok469,PPQ kalah puas bed,ppq kalah puas bed,ppq kalau puas bed,ppq kalau puas bed,ppq kalau puas bed,0,safe,non-cyberbullying,,0,0.5300732217573222
661,@IrsyadHamzah-b7b,Di onic Skylar lebih percaya diri. Apalagi tim nya pada gg smua.,di onic skylar lebih percaya diri apalagi tim nya pada gg smua,di onic skylar lebih percaya diri apalagi tim ya pada gg smua,onic skylar lebih percaya diri tim pada gg smua,onic skylar lebih percaya diri tim pada gg smua,0,safe,non-cyberbullying,,0,0.5300732217573222
662,@Vyact,kasian banget sama jungle nya RRQ di setiap generasi 😭🗿,kasian banget sama jungle nya rrq di setiap generasi,kasian banget sama jungle ya rrq di setiap generasi,kasian banget sama jungle rrq setiap generasi,kasi banget sama jungle rrq tiap generasi,0,safe,non-cyberbullying,,0,0.5300732217573222
663,@NellySherlyna,"Pro player klo first pick yg lain pasti mengcover tim nya, klo tim aku ngerank disuruh mage req atau roam req, klo pick tig, atlas enemy pick diggie mati sd, tpi tim bukan nya pick hero mengcover malah msh sama main 1 hero fav buat push mmr, klo mage bnyak jg counter dan mengcounter klo firstpick mmg nda bulih buat ap.",pro player klo first pick yg lain pasti mengcover tim nya klo tim aku ngerank disuruh mage req atau roam req klo pick tig atlas enemy pick diggie mati sd tpi tim bukan nya pick hero mengcover malah msh sama main hero fav buat push mmr klo mage bnyak jg counter dan mengcounter klo firstpick mmg nda bulih buat ap,pro player kalau first pick yang lain pasti mengcover tim ya kalau tim aku ngerank disuruh mage req atau roam req kalau pick tig atlas enemy pick diggie mati sd tapi tim bukan ya pick hero mengcover malah msh sama main hero fav buat push mmr kalau mage bnyak juga counter dan mengcounter kalau firstpick mmg nda bulih buat ap,pro player kalau first pick lain mengcover tim kalau tim aku ngerank disuruh mage req roam req kalau pick tig atlas enemy pick diggie mati sd tim bukan pick hero mengcover malah msh sama main hero fav buat push mmr kalau mage bnyak counter mengcounter kalau firstpick mmg nda bulih buat ap,pro player kalau first pick lain mengcover tim kalau tim aku ngerank suruh mage req roam req kalau pick tig atlas enemy pick diggie mati sd tim bukan pick hero mengcover malah msh sama main hero fav buat push mmr kalau mage bnyak counter mengcounter kalau firstpick mmg nda bulih buat ap,5,moderate_toxic,cyberbullying,mati(extreme:5),1,8.81304347826087
664,@StefanyMeicican,🤪👆,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
665,@FaktaUniQ123,RRQ setelah Lemon dan Albert keluar jadi jatuh mahkota rajanya,rrq setelah lemon dan albert keluar jadi jatuh mahkota rajanya,rrq setelah lemon dan albert keluar jadi jatuh mahkota rajanya,rrq lemon albert keluar jadi jatuh mahkota rajanya,rrq lemon albert keluar jadi jatuh mahkota raja,0,safe,non-cyberbullying,,0,0.5300732217573222
666,@BangizulOfficial,Daripic hero aja kelihatan.. bakalan susah onic.. hero nya aja hero tebel..,daripic hero aja kelihatan bakalan susah onic hero nya aja hero tebel,daripic hero saja kelihatan bakalan sudah onic hero ya saja hero tebel,daripic hero kelihatan bakalan onic hero saja hero tebel,daripic hero lihat bakal onic hero saja hero tebel,0,safe,non-cyberbullying,,0,0.5300732217573222
